1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.658824,0.000000,0.000000,0.000000,0.000000,0.000000,0.986968,0.000000,0.000000,0.000000,0.000000,0.000000,0.983167,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.905520,0.439095,0.000000,0.836290,0.000000,0.759729,0.655113,0.000000,0.000000,0.970769,0.000000,0.000000,0.919367,0.340633,0.000000,0.969955,0.000000,0.000000,0.913122,0.495475
0.000000,0.000000,1.000000,0.000000,0.000000,0.443982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.447421,0.000000,0.000000,0.000000,0.000000,0.000000,0.738643,0.000000,0.000000,0.480000
-0.886878,0.000000,0.000000,1.000000,0.000000,0.502896,0.000000,0.353213,0.434751,0.492941,0.573665,0.954027,0.000000,0.000000,0.314932,0.975656,0.000000,0.733846,0.000000,0.000000,0.000000,0.985701,0.000000,0.469412
0.000000,0.000000,0.000000,0.000000,1.000000,0.394027,0.000000,0.776652,0.000000,0.772670,0.696380,0.000000,0.000000,0.903348,0.000000,0.000000,0.976018,0.323801,0.000000,0.900362,0.000000,0.000000,0.970407,0.425158
-0.638190,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.734751,0.000000,0.634480,0.539819,0.534661,0.000000,0.479095,0.393846,0.491584,0.439095,0.868054,0.000000,0.490407,0.592851,0.500995,0.370045,0.937828
0.000000,-0.510407,0.000000,-0.609593,-0.537466,-0.584253,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.679729,0.000000,0.000000,0.000000,0.000000,0.000000,0.661357,0.000000,0.000000,0.000000,0.000000,0.000000
-0.489864,0.000000,0.000000,0.000000,0.000000,0.000000,-0.694842,1.000000,0.000000,0.826063,0.760543,0.398914,0.000000,0.863077,0.000000,0.405973,0.836380,0.672941,0.000000,0.858733,0.000000,0.358281,0.787602,0.769321
-0.454661,-0.692217,0.000000,0.000000,-0.717647,0.000000,0.000000,-0.418190,1.000000,0.000000,0.000000,0.432851,0.000000,0.000000,0.716923,0.363982,0.000000,0.000000,0.000000,0.000000,0.348054,0.443620,0.000000,0.000000
-0.474480,0.000000,0.000000,0.000000,0.000000,0.000000,-0.854118,0.000000,-0.381086,1.000000,0.759095,0.549502,0.000000,0.812036,0.000000,0.567511,0.840452,0.627873,0.000000,0.791584,0.000000,0.507059,0.775385,0.658914
-0.556923,0.000000,0.000000,0.000000,0.000000,0.000000,-0.601086,0.000000,0.000000,0.000000,1.000000,0.605701,0.000000,0.711855,0.000000,0.629864,0.754480,0.645611,0.000000,0.693032,0.000000,0.596742,0.700090,0.532941
-0.909140,0.000000,0.000000,0.000000,0.000000,0.000000,-0.684977,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.334208,0.969864,0.000000,0.769593,0.000000,0.000000,0.000000,0.959095,0.000000,0.479186
0.000000,0.000000,0.000000,-0.887692,0.000000,-0.624706,0.000000,-0.495747,-0.411493,-0.497104,-0.567149,-0.902624,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.975656,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.585430,0.000000,-0.619457,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.927059,0.402081,0.000000,0.987330,0.000000,0.000000,0.908416,0.532217
-0.433846,-0.469955,0.000000,0.000000,-0.577014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.373484,-0.400543,1.000000,0.000000,0.000000,0.452398,0.000000,0.000000,0.721176,0.320181,0.000000,0.337919
-0.888869,0.000000,-0.318733,0.000000,0.000000,0.000000,-0.678462,0.000000,0.000000,0.000000,0.000000,0.000000,-0.892670,0.000000,0.000000,1.000000,0.000000,0.732489,0.000000,0.000000,0.000000,0.965882,0.000000,0.446968
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.619186,0.000000,-0.660181,0.000000,0.000000,0.000000,0.000000,0.000000,-0.508778,0.000000,1.000000,0.393846,0.000000,0.917647,0.000000,0.000000,0.979005,0.482081
-0.832308,0.000000,0.000000,0.000000,0.000000,0.000000,-0.614570,0.000000,0.000000,0.000000,0.000000,0.000000,-0.824887,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.403529,0.440090,0.728869,0.309774,0.812127
0.000000,0.000000,0.000000,-0.904163,0.000000,-0.602805,0.000000,-0.466697,-0.459548,-0.473484,-0.556652,-0.916652,0.000000,0.000000,-0.414389,-0.902443,0.000000,-0.809321,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.584977,0.000000,-0.626697,0.000000,0.000000,0.000000,0.000000,0.000000,-0.407964,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.900452,0.518462
-0.363620,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.293846,0.000000,0.000000,0.000000,0.000000,0.000000,-0.324525,0.000000,1.000000,0.000000,0.000000,0.555928
-0.887421,0.000000,0.000000,0.000000,0.000000,0.000000,-0.619276,0.000000,0.000000,0.000000,0.000000,0.000000,-0.879819,0.000000,0.000000,0.000000,0.000000,0.000000,-0.901900,0.000000,0.000000,1.000000,0.000000,0.480090
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.560633,0.000000,-0.694480,0.000000,0.000000,0.000000,0.000000,0.000000,-0.559548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.423710
-0.583710,0.000000,0.000000,0.000000,0.000000,0.000000,-0.540000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.565701,0.000000,0.000000,0.000000,0.000000,0.000000,-0.547059,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.825973,0.531312,0.804072,0.689321,0.832851,0.640090,0.000000,0.000000,0.752127,0.598552,0.863620,0.951765,0.865430,0.000000,0.806968,0.797104,0.878462,0.000000,0.000000,0.464072,0.634751,0.717647,0.885158
0.000000,1.000000,0.372489,0.801448,0.724525,0.752941,0.590950,0.000000,0.000000,0.791131,0.571131,0.825611,0.849321,0.881629,0.287330,0.805430,0.778824,0.836923,0.000000,0.000000,0.395475,0.660000,0.567149,0.826878
0.000000,0.000000,1.000000,0.000000,0.000000,0.276923,0.704163,0.000000,0.000000,0.000000,0.000000,0.000000,0.560995,0.347964,0.363891,0.000000,0.000000,0.300181,0.000000,0.000000,0.736471,0.000000,0.281448,0.399819
0.000000,0.000000,0.000000,1.000000,0.927330,0.935113,0.289321,0.000000,0.000000,0.967873,0.816833,0.948507,0.836652,0.873756,0.000000,0.989140,0.951584,0.946244,0.000000,0.000000,0.000000,0.883891,0.785158,0.894751
0.000000,0.000000,0.000000,0.000000,1.000000,0.828145,0.000000,0.000000,0.000000,0.945701,0.930317,0.839367,0.710045,0.791584,0.328778,0.926063,0.950769,0.849321,0.000000,0.000000,0.000000,0.952217,0.786697,0.770769
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.434118,0.000000,0.000000,0.881176,0.748597,0.929231,0.893213,0.841629,0.000000,0.939186,0.891584,0.924796,0.000000,0.000000,0.000000,0.769864,0.827149,0.906968
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.384706,0.701810,0.464163,0.299729,0.298281,0.306063,0.417466,0.000000,0.000000,0.657014,0.000000,0.334842,0.554570
-0.414027,-0.366425,0.000000,-0.541086,-0.644887,-0.510950,0.000000,1.000000,0.612941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.473032,0.000000,0.000000,0.000000
-0.806516,-0.741538,0.000000,-0.827602,-0.685339,-0.824525,-0.359186,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
