1.000000,0.754862,0.000000
0.000000,1.000000,0.000000
-0.552476,-0.294270,1.000000
1.000000,0.644835,0.000000
0.000000,1.000000,0.000000
-0.562436,-0.447025,1.000000
1.000000,0.648376,0.000000
0.000000,1.000000,0.000000
-0.505382,0.000000,1.000000
1.000000,0.721496,0.000000
0.000000,1.000000,0.000000
-0.359827,-0.264622,1.000000
1.000000,0.724650,0.000000
0.000000,1.000000,0.000000
-0.411528,0.000000,1.000000
1.000000,0.711231,0.000000
0.000000,1.000000,0.000000
-0.506116,-0.275806,1.000000
1.000000,0.671185,0.000000
0.000000,1.000000,0.000000
-0.644219,-0.486421,1.000000
1.000000,0.776844,0.000000
0.000000,1.000000,0.000000
-0.361388,-0.214694,1.000000
1.000000,0.729474,0.000000
0.000000,1.000000,0.000000
-0.710382,-0.445962,1.000000
1.000000,0.657362,0.000000
0.000000,1.000000,0.000000
-0.444896,0.000000,1.000000
1.000000,0.720444,0.000000
0.000000,1.000000,0.000000
-0.479459,0.000000,1.000000
1.000000,0.692911,0.000000
0.000000,1.000000,0.000000
-0.526205,-0.473739,1.000000
1.000000,0.772395,0.000000
0.000000,1.000000,0.000000
-0.604144,-0.357867,1.000000
1.000000,0.760023,0.000000
0.000000,1.000000,0.000000
-0.485851,-0.180664,1.000000
1.000000,0.711751,0.000000
0.000000,1.000000,0.000000
-0.690547,-0.425885,1.000000
1.000000,0.664128,0.000000
0.000000,1.000000,0.000000
-0.599594,-0.341273,1.000000
1.000000,0.780139,0.000000
0.000000,1.000000,0.000000
-0.596625,-0.383382,1.000000
1.000000,0.724899,0.000000
0.000000,1.000000,0.000000
-0.574215,-0.342258,1.000000
1.000000,0.714171,0.000000
0.000000,1.000000,0.000000
-0.369850,0.000000,1.000000
1.000000,0.731517,0.000000
0.000000,1.000000,0.000000
-0.655184,-0.309626,1.000000
1.000000,0.696834,0.000000
0.000000,1.000000,0.000000
-0.550768,-0.389433,1.000000
1.000000,0.711377,0.000000
0.000000,1.000000,0.000000
-0.700168,-0.466474,1.000000
1.000000,0.720697,0.000000
0.000000,1.000000,0.000000
-0.471751,-0.292877,1.000000
1.000000,0.754846,0.000000
0.000000,1.000000,0.000000
-0.556782,-0.433042,1.000000
1.000000,0.812115,0.000000
0.000000,1.000000,0.000000
-0.573275,-0.388909,1.000000
1.000000,0.753050,0.000000
0.000000,1.000000,0.000000
-0.500759,-0.342107,1.000000
1.000000,0.706351,0.000000
0.000000,1.000000,0.000000
-0.477049,0.000000,1.000000
1.000000,0.717671,0.000000
0.000000,1.000000,0.000000
-0.672126,-0.433784,1.000000
1.000000,0.728243,0.000000
0.000000,1.000000,0.000000
-0.610859,-0.485298,1.000000
1.000000,0.715446,0.000000
0.000000,1.000000,0.000000
-0.552723,-0.180427,1.000000
1.000000,0.729509,0.000000
0.000000,1.000000,0.000000
-0.620885,-0.389024,1.000000
1.000000,0.809077,0.000000
0.000000,1.000000,0.000000
-0.339951,-0.153020,1.000000
1.000000,0.743799,0.000000
0.000000,1.000000,0.000000
-0.626764,-0.505000,1.000000
1.000000,0.681224,0.000000
0.000000,1.000000,0.000000
-0.428597,-0.295030,1.000000
1.000000,0.732671,0.000000
0.000000,1.000000,0.000000
-0.521203,-0.314536,1.000000
1.000000,0.716263,0.000000
0.000000,1.000000,0.000000
-0.612695,-0.372112,1.000000
1.000000,0.649160,0.000000
0.000000,1.000000,0.000000
-0.436358,-0.374182,1.000000
1.000000,0.751549,0.000000
0.000000,1.000000,0.000000
-0.513595,-0.146897,1.000000
1.000000,0.715349,0.000000
0.000000,1.000000,0.000000
-0.642010,-0.428121,1.000000
1.000000,0.769363,0.000000
0.000000,1.000000,0.000000
-0.610794,-0.398450,1.000000
1.000000,0.754746,0.000000
0.000000,1.000000,0.000000
-0.419993,-0.325082,1.000000
1.000000,0.719457,0.000000
0.000000,1.000000,0.000000
-0.653943,-0.393244,1.000000
1.000000,0.742272,0.000000
0.000000,1.000000,0.000000
-0.682693,-0.378081,1.000000
1.000000,0.654634,0.000000
0.000000,1.000000,0.000000
-0.498537,-0.338250,1.000000
1.000000,0.643908,0.000000
0.000000,1.000000,0.000000
-0.602945,-0.152664,1.000000
1.000000,0.736728,0.000000
0.000000,1.000000,0.000000
-0.385371,-0.223060,1.000000
1.000000,0.674971,0.000000
0.000000,1.000000,0.000000
-0.653581,-0.529340,1.000000
1.000000,0.741002,0.000000
0.000000,1.000000,0.000000
-0.648599,-0.293060,1.000000
1.000000,0.706504,0.000000
0.000000,1.000000,0.000000
-0.510915,0.000000,1.000000
1.000000,0.766829,0.000000
0.000000,1.000000,0.000000
-0.631874,-0.409298,1.000000
1.000000,0.767695,0.000000
0.000000,1.000000,0.000000
-0.449699,-0.208559,1.000000
1.000000,0.627057,0.000000
0.000000,1.000000,0.000000
-0.525060,0.000000,1.000000
1.000000,0.749184,0.000000
0.000000,1.000000,0.000000
-0.532390,-0.457480,1.000000
1.000000,0.648636,0.000000
0.000000,1.000000,0.000000
-0.626193,-0.377129,1.000000
1.000000,0.746197,0.000000
0.000000,1.000000,0.000000
-0.363012,-0.180878,1.000000
1.000000,0.693550,0.000000
0.000000,1.000000,0.000000
-0.459320,0.000000,1.000000
1.000000,0.737356,0.000000
0.000000,1.000000,0.000000
-0.543084,-0.419511,1.000000
1.000000,0.723789,0.000000
0.000000,1.000000,0.000000
-0.646610,-0.409969,1.000000
1.000000,0.703039,0.000000
0.000000,1.000000,0.000000
-0.423737,-0.148162,1.000000
1.000000,0.654910,0.000000
0.000000,1.000000,0.000000
-0.676141,-0.451114,1.000000
1.000000,0.721217,0.000000
0.000000,1.000000,0.000000
-0.403757,0.000000,1.000000
1.000000,0.776136,0.000000
