1.000000,0.000000,0.000000,0.218448,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-0.604085,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.000000,0.000000,-0.224060,0.000000,1.000000,0.547001
0.000000,0.000000,-0.423005,0.000000,0.000000,1.000000
1.000000,0.000000,0.000000,0.210884,0.000000,0.000000
0.000000,1.000000,0.000000,0.278801,0.000000,0.268902
-0.263516,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.552032
0.000000,-0.509387,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.263705,0.000000,0.000000,1.000000
1.000000,0.427610,0.205403,0.000000,0.000000,0.000000
0.000000,1.000000,0.522822,0.274801,0.000000,0.257679
0.000000,0.000000,1.000000,0.352585,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.600973
-0.253535,-0.291838,-0.303559,-0.720770,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.834749,1.000000
1.000000,0.279300,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.351072,0.000000,0.000000,0.335825
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.208654,-0.252956,0.000000,-0.352015,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.731369,1.000000
1.000000,0.403009,0.000000,0.000000,0.000000,0.253043
0.000000,1.000000,0.000000,0.000000,0.000000,0.275212
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.536739
0.000000,0.000000,0.000000,-0.470912,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.395873,1.000000
1.000000,0.000000,0.213188,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.313263
0.000000,0.000000,1.000000,0.217200,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
0.000000,-0.561856,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.238029,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.285786
0.000000,-0.522828,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.249525,1.000000,0.000000,0.779203
0.000000,-0.486922,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.513186,0.000000,0.000000,1.000000
1.000000,0.309133,0.000000,0.239438,0.000000,0.209033
0.000000,1.000000,0.000000,0.000000,0.000000,0.274255
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.320720,1.000000,0.000000,0.702283
0.000000,-0.764260,0.000000,-0.200988,1.000000,0.000000
0.000000,0.000000,-0.656768,0.000000,-0.351482,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.388486,0.000000,0.000000,0.000000
0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.000000
-0.196919,0.000000,0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,0.000000,-0.240913,-0.485830,1.000000
1.000000,0.000000,0.000000,0.249653,0.000000,0.000000
0.000000,1.000000,0.000000,0.320634,0.000000,0.307212
0.000000,-0.619839,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.349066
0.000000,-0.224148,0.000000,0.000000,1.000000,0.560845
0.000000,0.000000,-0.364278,0.000000,0.000000,1.000000
1.000000,0.376168,0.000000,0.288874,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.677222,-0.510025,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.361480,1.000000,0.000000,0.691455
0.000000,0.000000,0.000000,-0.655915,1.000000,0.000000
0.000000,0.000000,-0.319915,0.000000,-0.738492,1.000000
1.000000,0.405102,0.000000,0.000000,0.448324,0.000000
0.000000,1.000000,0.000000,0.000000,0.238505,0.000000
-0.650522,-0.614191,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.218106,1.000000,0.000000,0.801311
0.000000,0.000000,0.000000,-0.554247,1.000000,0.000000
0.000000,0.000000,-0.408571,0.000000,-0.456125,1.000000
1.000000,0.341647,0.000000,0.201765,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.678841,-0.443591,1.000000,0.000000,0.226173,0.000000
0.000000,0.000000,-0.391564,1.000000,0.000000,0.795832
0.000000,0.000000,0.000000,-0.775924,1.000000,0.000000
0.000000,0.000000,-0.479309,0.000000,-0.767358,1.000000
1.000000,0.473298,0.000000,0.254392,0.000000,0.199061
0.000000,1.000000,0.306397,0.000000,0.000000,0.201438
-0.214460,0.000000,1.000000,0.000000,0.291018,0.000000
0.000000,0.000000,-0.325943,1.000000,0.000000,0.758213
0.000000,0.000000,0.000000,-0.776608,1.000000,0.000000
0.000000,0.000000,-0.330281,0.000000,-0.894419,1.000000
1.000000,0.482132,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.603531,-0.455440,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.275901,1.000000,0.000000,0.694865
0.000000,0.000000,0.000000,-0.672374,1.000000,0.000000
0.000000,0.000000,-0.395923,0.000000,-0.636668,1.000000
1.000000,0.557911,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.232639,0.000000,0.000000,0.000000
-0.334237,0.000000,1.000000,0.000000,0.287744,0.000000
0.000000,0.000000,-0.391460,1.000000,0.000000,0.640616
0.000000,0.000000,0.000000,-0.735404,1.000000,0.000000
0.000000,0.000000,-0.351101,0.000000,-0.869300,1.000000
1.000000,0.549040,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.663598,-0.474952,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.586537
0.000000,0.000000,0.000000,-0.514274,1.000000,0.000000
0.000000,0.000000,-0.229729,0.000000,-0.696176,1.000000
1.000000,0.314222,0.000000,0.000000,0.494536,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.512158,-0.745619,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.735100
0.000000,0.000000,0.000000,-0.198156,1.000000,0.000000
0.000000,0.000000,-0.353057,0.000000,0.000000,1.000000
1.000000,0.383413,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.495523,0.000000,1.000000,0.000000,0.342307,0.000000
0.000000,0.000000,-0.393718,1.000000,0.000000,0.704593
0.000000,0.000000,0.000000,-0.705889,1.000000,0.000000
0.000000,0.000000,-0.445919,0.000000,-0.902160,1.000000
1.000000,0.383261,0.000000,0.000000,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
-0.611464,0.000000,1.000000,0.000000,0.239918,0.000000
0.000000,0.000000,-0.416672,1.000000,0.000000,0.772281
0.000000,0.000000,0.000000,-0.787271,1.000000,0.000000
0.000000,0.000000,-0.371491,0.000000,-0.852835,1.000000
1.000000,0.479333,0.000000,0.214161,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.255272
-0.247648,0.000000,1.000000,0.000000,0.357621,0.000000
0.000000,0.000000,-0.292409,1.000000,0.000000,0.657239
0.000000,0.000000,0.000000,-0.740209,1.000000,0.000000
0.000000,0.000000,-0.591560,0.000000,-0.770091,1.000000
1.000000,0.542484,0.000000,0.000000,0.000000,0.219446
0.000000,1.000000,0.000000,0.000000,0.000000,0.351076
-0.502181,-0.549313,1.000000,0.237230,0.000000,0.000000
0.000000,0.000000,0.000000,1.000000,0.000000,0.710892
0.000000,-0.279536,0.000000,-0.739767,1.000000,0.000000
0.000000,0.000000,0.000000,0.000000,-0.771799,1.000000
1.000000,0.433681,0.000000,0.237029,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.000000
0.000000,-0.385397,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.257672,1.000000,0.000000,0.525586
0.000000,0.000000,0.000000,-0.558563,1.000000,0.000000
0.000000,0.000000,-0.487146,0.000000,-0.417859,1.000000
1.000000,0.407853,0.000000,0.232415,0.000000,0.000000
0.000000,1.000000,0.000000,0.000000,0.000000,0.246711
-0.410649,-0.472399,1.000000,0.000000,0.000000,0.000000
0.000000,0.000000,-0.333400,1.000000,0.000000,0.752732
