1.000000,0.759967,0.532135,0.725910,0.513444,0.735781,0.520439,0.445961,0.697923,0.422696
0.000000,1.000000,0.777410,0.787750,0.670617,0.505132,0.452076,0.201000,0.422156,0.191902
0.000000,0.000000,1.000000,0.769458,0.789188,0.404802,0.448502,0.100139,0.218915,0.161555
0.000000,0.000000,0.000000,1.000000,0.836725,0.678397,0.668349,0.313217,0.390981,0.428438
0.000000,0.000000,0.000000,0.000000,1.000000,0.580488,0.695863,0.276359,0.256161,0.422984
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.784715,0.712952,0.693019,0.771322
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.650672,0.523573,0.785084
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.749620,0.783898
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.555252
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.807062,0.704504,0.848343,0.701388,0.785623,0.677191,0.271142,0.569692,0.331496
0.000000,1.000000,0.886773,0.789202,0.731344,0.536667,0.560789,0.000000,0.305780,0.108206
0.000000,0.000000,1.000000,0.788538,0.815585,0.478793,0.588342,0.000000,0.229993,0.000000
0.000000,0.000000,0.000000,1.000000,0.851106,0.748933,0.749388,0.167841,0.415651,0.304337
0.000000,0.000000,0.000000,0.000000,1.000000,0.677133,0.845278,0.245866,0.368575,0.399687
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.813920,0.611185,0.708358,0.675541
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.513317,0.511837,0.677234
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.769241,0.830680
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.601238
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.842831,0.692361,0.833032,0.580124,0.801201,0.651128,0.525578,0.744848,0.605073
0.000000,1.000000,0.849239,0.821531,0.622831,0.643790,0.608090,0.356131,0.496993,0.491037
0.000000,0.000000,1.000000,0.860307,0.791600,0.557724,0.655502,0.252931,0.334257,0.428804
0.000000,0.000000,0.000000,1.000000,0.823414,0.766233,0.791782,0.414325,0.541334,0.579422
0.000000,0.000000,0.000000,0.000000,1.000000,0.634230,0.848375,0.333341,0.373197,0.532247
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.798081,0.807594,0.830103,0.845884
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.559569,0.540770,0.763732
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.836222,0.837365
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.706418
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.895868,0.754350,0.785072,0.581110,0.782494,0.649344,0.385870,0.779816,0.475836
0.000000,1.000000,0.852812,0.724827,0.548020,0.626009,0.556070,0.268548,0.617835,0.331971
0.000000,0.000000,1.000000,0.799748,0.733495,0.627906,0.648018,0.288228,0.458742,0.398998
0.000000,0.000000,0.000000,1.000000,0.858336,0.855057,0.811411,0.437332,0.550673,0.643032
0.000000,0.000000,0.000000,0.000000,1.000000,0.738956,0.839654,0.427415,0.390450,0.665996
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.873934,0.701655,0.777218,0.828317
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.650415,0.623094,0.843834
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.696643,0.801289
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.631070
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.835063,0.588370,0.788827,0.577752,0.815545,0.668250,0.325326,0.654235,0.551610
0.000000,1.000000,0.802497,0.834362,0.700953,0.668933,0.653473,0.161384,0.418260,0.423360
0.000000,0.000000,1.000000,0.816602,0.864541,0.561182,0.672522,0.124392,0.248033,0.350027
0.000000,0.000000,0.000000,1.000000,0.865451,0.823722,0.866396,0.266374,0.416995,0.581927
0.000000,0.000000,0.000000,0.000000,1.000000,0.667827,0.859660,0.230746,0.330928,0.504210
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.838761,0.532542,0.632959,0.757647
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.394721,0.448453,0.725317
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.630975,0.633329
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.481671
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.870181,0.577478,0.829099,0.543521,0.809049,0.671151,0.427510,0.695907,0.546708
0.000000,1.000000,0.761878,0.841035,0.635699,0.769867,0.693849,0.411531,0.600608,0.530989
0.000000,0.000000,1.000000,0.731884,0.757728,0.649029,0.682513,0.450372,0.515380,0.496134
0.000000,0.000000,0.000000,1.000000,0.749017,0.899600,0.817788,0.618699,0.620947,0.749619
0.000000,0.000000,0.000000,0.000000,1.000000,0.686154,0.864765,0.489001,0.480819,0.636601
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.817874,0.742627,0.708449,0.828964
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.554069,0.606290,0.753990
