1.000000,0.745538,0.543703,0.525236,0.528114,0.470638,0.411831
0.000000,1.000000,0.746565,0.546840,0.527291,0.529189,0.474356
0.000000,0.000000,1.000000,0.748626,0.549354,0.528878,0.532446
0.000000,0.000000,0.000000,1.000000,0.750834,0.552650,0.533181
0.000000,0.000000,0.000000,0.000000,1.000000,0.752011,0.556197
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.753671
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.446957,0.202455,0.217325,0.208514,0.000000,0.000000
0.000000,1.000000,0.455430,0.207726,0.225836,0.218460,0.000000
0.000000,0.000000,1.000000,0.462067,0.212555,0.234614,0.222281
0.000000,0.000000,0.000000,1.000000,0.468695,0.221260,0.243221
0.000000,0.000000,0.000000,0.000000,1.000000,0.475524,0.224076
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.480301
-0.076380,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.668455,0.543234,0.598898,0.580021,0.516023,0.439646
0.000000,1.000000,0.668779,0.543919,0.599301,0.581036,0.516709
0.000000,0.000000,1.000000,0.669297,0.544359,0.600252,0.581317
0.000000,0.000000,0.000000,1.000000,0.669906,0.545724,0.600866
0.000000,0.000000,0.000000,0.000000,1.000000,0.670819,0.546284
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.671704
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.520167,0.144971,0.164903,0.275242,0.213207,0.089522
0.000000,1.000000,0.531868,0.160380,0.181974,0.286382,0.230082
0.000000,0.000000,1.000000,0.542024,0.174765,0.198315,0.299532
0.000000,0.000000,0.000000,1.000000,0.552106,0.191550,0.210778
0.000000,0.000000,0.000000,0.000000,1.000000,0.562879,0.206684
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.578352
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.522241,0.307276,0.427231,0.456758,0.350471,0.229192
0.000000,1.000000,0.532838,0.316462,0.434997,0.466977,0.359599
0.000000,0.000000,1.000000,0.544924,0.331093,0.444859,0.478555
0.000000,0.000000,0.000000,1.000000,0.551488,0.342525,0.451857
0.000000,0.000000,0.000000,0.000000,1.000000,0.561690,0.350347
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.570594
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.532982,0.277454,0.274483,0.263719,0.187541,0.000000
0.000000,1.000000,0.541373,0.287467,0.284574,0.272840,0.197092
0.000000,0.000000,1.000000,0.550438,0.299113,0.296067,0.284469
0.000000,0.000000,0.000000,1.000000,0.554407,0.302942,0.298806
0.000000,0.000000,0.000000,0.000000,1.000000,0.557770,0.307642
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.559187
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.541379,0.301596,0.377773,0.265520,0.126793,0.179863
0.000000,1.000000,0.542039,0.302418,0.378763,0.267159,0.124184
0.000000,0.000000,1.000000,0.544383,0.306085,0.379976,0.266040
0.000000,0.000000,0.000000,1.000000,0.548439,0.309039,0.379406
0.000000,0.000000,0.000000,0.000000,1.000000,0.551971,0.310146
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.552801
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.553037,0.425107,0.554695,0.491713,0.491761,0.490799
0.000000,1.000000,0.562425,0.440607,0.555826,0.497078,0.498784
0.000000,0.000000,1.000000,0.571556,0.454043,0.561627,0.504977
0.000000,0.000000,0.000000,1.000000,0.586342,0.468348,0.568651
0.000000,0.000000,0.000000,0.000000,1.000000,0.595504,0.478843
0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.603164
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.829063,0.768653,0.787627,0.789531,0.754241,0.717114
0.000000,1.000000,0.833586,0.773209,0.788601,0.790624,0.755524
0.000000,0.000000,1.000000,0.835784,0.777605,0.796279,0.795709
