1.000000,0.552515,0.000000,0.000000
0.000000,1.000000,0.397550,0.153245
-0.332665,0.000000,1.000000,0.915519
-0.545878,0.000000,0.000000,1.000000
1.000000,0.544196,0.461821,0.485547
0.000000,1.000000,0.775944,0.046453
0.000000,0.000000,1.000000,0.113049
0.000000,0.000000,0.000000,1.000000
1.000000,0.847286,0.000000,0.638515
0.000000,1.000000,0.000000,0.443749
-0.390227,-0.592278,1.000000,0.125170
0.000000,0.000000,0.000000,1.000000
1.000000,0.437126,0.171459,0.270145
0.000000,1.000000,0.855249,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,-0.282761,-0.524401,1.000000
1.000000,0.470073,0.000000,0.000000
0.000000,1.000000,0.457679,0.150015
-0.278648,0.000000,1.000000,0.842173
-0.548592,0.000000,0.000000,1.000000
1.000000,0.160052,0.000000,0.259502
0.000000,1.000000,0.000000,0.000000
-0.051040,-0.778621,1.000000,0.661977
0.000000,-0.457735,0.000000,1.000000
1.000000,0.784334,0.442177,0.452300
0.000000,1.000000,0.789155,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.393731,1.000000
1.000000,0.874400,0.000000,0.702716
0.000000,1.000000,0.000000,0.499223
-0.101088,-0.242193,1.000000,0.263509
0.000000,0.000000,0.000000,1.000000
1.000000,0.760627,0.340044,0.585068
0.000000,1.000000,0.295417,0.487828
0.000000,0.000000,1.000000,0.000000
0.000000,0.000000,-0.200723,1.000000
1.000000,0.677934,0.000000,0.178477
0.000000,1.000000,0.000000,0.000000
-0.223873,-0.313216,1.000000,0.000000
0.000000,-0.238358,0.000000,1.000000
1.000000,0.842142,0.088823,0.835977
0.000000,1.000000,0.000000,0.614465
0.000000,-0.185572,1.000000,0.342848
0.000000,0.000000,0.000000,1.000000
1.000000,0.453050,0.235481,0.412466
0.000000,1.000000,0.892306,0.000000
0.000000,0.000000,1.000000,0.000000
0.000000,-0.371168,-0.553586,1.000000
